Municipio,Codigo_DANE,Documento,ID_Proyecto,Nombre_Proyecto,Codigos_MGA,Indicador de Producto(MGA),Productos,Calificacion,Justificacion
Cogua,25200,SisPT – Plan indicativo - Productos,2-5,Diseño e implementación del plan estratégico de turismo de Sabana Centro,NA,NA,NA,0,No se encontró ningún producto relacionado que cumpla con los objetivos del proyecto estratégico de turismo.
Cogua,25200,SisPT – Plan indicativo - Productos,2-6,Creación de un programa provincial para la implementación de los planes especiales de manejo y protección (PEMP) para la conservación y recuperación de centros históricos e inmuebles de valor arquitectónico en los municipios de la provincia.,NA,NA,NA,0,No se encontró ningún producto relacionado que cumpla con los objetivos o requerimientos del proyecto.
Cogua,25200,SisPT – Plan indicativo - Productos,3-1,Formulación y ejecución de proyecto para la prestación del servicio de acueducto a través de una ﬁgura empresarial de carácter regional,NA,NA,NA,0,"No se encontraron productos relacionados con la gestión del agua potable o la infraestructura hídrica, por lo que no cumplen con los objetivos ni requerimientos del proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,3-2,Elaboración del Plan Maestro de Movilidad de la Provincia que articule la movilidad entre los municipios y la ciudad capital.,"240901400, 400100400",Documentos de planeación realizados; Documentos de planeación elaborados,Formular e implementar 1 Plan de Gestión del tráfico; Ajustar al 100% el Plan Básico de Ordenamiento Territorial y realizar su seguimiento,1,"Los productos seleccionados facilitan la planificación del tráfico y el ordenamiento territorial, que son aspectos necesarios para el desarrollo del Plan Maestro de Movilidad."
Cogua,25200,SisPT – Plan indicativo - Productos,3-3,"Estudios, diseños y construcción del tren de cercanías línea del norte",400100400,Documentos de planeación elaborados,Ajustar al 100% el Plan Básico de Ordenamiento Territorial y realizar su seguimiento,3,"El producto es esencial para la actualización del POT, que es un requerimiento clave para el desarrollo del sistema de transporte férreo masivo."
Cogua,25200,SisPT – Plan indicativo - Productos,3-4,Diseño y construcción de un centro de acopio,NA,NA,NA,0,No se encontraron productos que correspondan a los objetivos y requerimientos del proyecto.
Cogua,25200,SisPT – Plan indicativo - Productos,3-5,Actualización catastral de los municipios de Sabana Centro,459902100,Documentos normativos realizados,"Realizar 1 alianza interadministrativa con entidades nacionales y departamentales, para realizar la legalización de predios fiscales",1,"El producto seleccionado facilita la actualización catastral, pero no cumple con todos los requerimientos técnicos del proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,3-6,Transporte Público regional de pasajeros y carga (PROYECTO NUEVO),"220102900, 240901400",Beneficiarios de transporte escolar; Documentos de planeación realizados,Mantener la atención en el programa de transporte escolar a 641 estudiantes; Formular e implementar 1 Plan de Gestión del tráfico,1,"Los productos seleccionados facilitan la atención en el transporte escolar y promueven el uso de medios alternativos, contribuyendo indirectamente a mejorar el transporte en la región."
Cogua,25200,SisPT – Plan indicativo - Productos,3-7,Ciclorutas de la Sabana Probogotá,NA,NA,NA,0,"No se encontró ningún producto relacionado con el objetivo del proyecto de ciclorrutas, por lo que no se cumple con los requerimientos."
Cogua,25200,SisPT – Plan indicativo - Productos,4-1,Definición de determinantes de la salud priorizados para Sabana Centro y plan de intervención y monitoreo,NA,NA,NA,0,No se encontró ningún producto que cumpla con los objetivos del proyecto ni con los requerimientos técnicos establecidos.
Cogua,25200,SisPT – Plan indicativo - Productos,4-2,"Consolidación del ecosistema de prevención, monitoreo y atención de salud mental de la provincia","410305202, 410305202, 410305202, 410305202, 190304600",Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social; Documentos metodológicos elaborados,Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Formular e implementar 1 Política pública de salud mental,1,"Los productos seleccionados facilitan la atención y gestión social, lo que puede contribuir indirectamente a la salud mental, pero no cumplen con los requerimientos específicos del proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,4-3,ProgramaPrograma telesalud para Sabana Centro telesalud para Sabana Centro,410305202,Mecanismos de articulación implementados para la gestión de oferta social,Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.,1,"El producto facilita la gestión de servicios sociales que pueden contribuir indirectamente al acceso a la salud, pero no cumple con los requerimientos específicos del proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,4-4,Diseño e implementación de estrategias de adaptación municipal para la implementación local de la Atención Primaria en Salud,190501501,Planes de salud pública elaborados,"Apropiar anualmente 1 modelo de salud preventivo y predictivo, basado en atención primaria en salud",2,"El producto cumple parcialmente con el objetivo del proyecto al estar relacionado con la atención primaria en salud, pero no aborda todos los requerimientos establecidos."
Cogua,25200,SisPT – Plan indicativo - Productos,4-5,"Implementación de la estrategia Ciudades, Entornos y Ruralidades Saludables (CERS), en Sabana Centro","450200100, 410305202, 190600400, 410305202, 450200100",Espacios de participación promovidos; Mecanismos de articulación implementados para la gestión de oferta social; Personas atendidas con servicio de salud; Mecanismos de articulación implementados para la gestión de oferta social; Espacios de participación promovidos,"Implementar 1 programa de cultura ciudadana, pedagógica y prevención en materia de seguridad, en el marco del código nacional de policía; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Garantizar 1 estrategia de certificación y registro local de las Personas con Discapacidad; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1 programa de cultura ciudadana, pedagógica y prevención en materia de seguridad, en el marco del código nacional de policía",1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al promover la participación y atención a grupos vulnerables, aunque no cumplen con todos los requerimientos técnicos establecidos."
Cogua,25200,SisPT – Plan indicativo - Productos,5-1,Estudio y formulación de una estrategia de pertinencia educativa para la formación del capital humano en Sabana Centro,NA,NA,NA,0,No se encontraron productos que cumplan con los objetivos y requerimientos del proyecto.
Cogua,25200,SisPT – Plan indicativo - Productos,5-2,Crear La Asociación de Instituciones de Educación Superior de Sabana Centro,"220206500, 410305202, 220100100","Beneficiarios de estrategias o programas de apoyo financiero para el acceso y permanencia en la educación superior; Mecanismos de articulación implementados para la gestión de oferta social; Documentos de planeación para la educación inicial, preescolar, básica y media emitidos",Mantener 1 programa anual para el fomento del acceso a la educación superior; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1 estrategia anual para reducir la deserción escolar en el municipio,1,"Los productos seleccionados facilitan el acceso y la articulación entre las IES, aunque no cumplen completamente con los requerimientos del proyecto. Se asigna calificación 1 por su contribución indirecta al objetivo."
Cogua,25200,SisPT – Plan indicativo - Productos,5-3,"Reforzar los esquemas de coﬁnanciación para programas de pasantías y becas para estudiantes destacados, con apoyo de las universidades de Sabana Centro y el sector industrial de la provincia.",220206500,Beneficiarios de estrategias o programas de apoyo financiero para el acceso y permanencia en la educación superior,Mantener 1 programa anual para el fomento del acceso a la educación superior,3,"El producto seleccionado cumple con el objetivo del proyecto de fomentar el acceso a la educación superior, que es esencial para la movilidad social."
Cogua,25200,SisPT – Plan indicativo - Productos,5-4,"Promover programas educativos, enfocados en ciencia y tecnología a través de un laboratorio de creatividad",459902500,Sistemas de información implementados,Actualizar 1 sistema de información financiero municipal,1,"El producto facilita la modernización de la infraestructura tecnológica, lo cual es necesario para el funcionamiento del laboratorio, aunque no cumple con el objetivo de fomentar la creatividad directamente."
Cogua,25200,SisPT – Plan indicativo - Productos,5-5,Creación Territorio STEM Sabana Centro,NA,NA,NA,0,No se encontró ningún producto relacionado que cumpla con el objetivo del proyecto. Los productos candidatos no abordan la educación STEM.
Cogua,25200,SisPT – Plan indicativo - Productos,6-1,Gestión y articulación de la información de la región Sabana Centro,"459902500, 410305202",Sistemas de información implementados; Mecanismos de articulación implementados para la gestión de oferta social,Actualizar 1 sistema de información financiero municipal; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.,2,"Los productos seleccionados contribuyen a la articulación y gestión de la información, aunque no cumplen con todos los requerimientos técnicos del proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,6-2,"Capacitación a funcionarios y servidores públicos de las entidades públicas de los municipios de Sabana Centro, en el uso de las herramientas o plataformas digitales de datos e indicadores de la región","410305202, 410305202, 410305202, 410305202, 410305202",Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social,Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.,2,"Los productos seleccionados contribuyen a la formación y fortalecimiento de capacidades en la gestión de datos e indicadores, aunque no cumplen completamente con todos los requerimientos del proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,6-3,Espacios de interlocución / Articulación Asocentro -IES - sector privado,"410305202, 450200100, 410305202, 410305202, 410305202",Mecanismos de articulación implementados para la gestión de oferta social; Espacios de participación promovidos; Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social; Mecanismos de articulación implementados para la gestión de oferta social,"Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1 programa de cultura ciudadana, pedagógica y prevención en materia de seguridad, en el marco del código nacional de policía; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.",2,"Los productos seleccionados facilitan la articulación y participación, pero no cumplen completamente con los requerimientos de gobernanza territorial establecidos en el proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,6-4,"Diseñar e implementar mecanismos para la formulación, evaluación y ejecución de proyectos de carácter provincial.","450302301, 459901901",Plan de gestión del riesgo de desastres formulado; Planes estratégicos elaborados,Formular e implementar un (1) Plan municipal de gestión del riesgo (PMGR); Actualizar e implementar 5 planes para la gestión adecuada del talento humano de la entidad,2,"Los productos seleccionados son relevantes para el objetivo del proyecto, pero no cumplen con todos los requerimientos técnicos establecidos."
Cogua,25200,SisPT – Plan indicativo - Productos,6-5,Creación del Banco de buenas prácticas de gestión pública en la región Sabana Centro,NA,NA,NA,0,No se encontró ningún producto que cumpla con los objetivos del proyecto ni con los requerimientos técnicos.
Cogua,25200,SisPT – Plan indicativo - Productos,6-6,Adquisición y puesta en marcha de un sistema de información geográﬁca tanto para los municipios como a nivel provincial,459902500,Sistemas de información implementados,Actualizar 1 sistema de información financiero municipal,1,"El producto mejora la infraestructura tecnológica necesaria para implementar un sistema de información geográfica, aunque no cumple directamente con el objetivo del proyecto."
Cogua,25200,SisPT – Plan indicativo - Productos,6-7,Identiﬁcar potenciales alianzas público privadas de inversiones en infraestructura de impacto regional que puedan ser ﬁnanciadas y recuperadas por valorización y/o plusvalía.,NA,NA,NA,0,No se encontró ningún producto relacionado que cumpla con los objetivos o requerimientos del proyecto.
Cogua,25200,SisPT – Plan indicativo - Productos,6-8,"Elaboración de estudios técnicos, ﬁnanciera, administrativo y jurídico para la recuperación de las inversiones, vía valorización, por efecto de las inversiones efectuadas que incrementan los valores comerciales de los predios.","459902100, 400100101",Documentos normativos realizados; Asistencias técnicas y jurídicas realizadas,"Realizar 1 alianza interadministrativa con entidades nacionales y departamentales, para realizar la legalización de predios fiscales; Ejecutar 1 alianza estratégica para realizar la legalización de predios",3,"Los productos seleccionados son fundamentales para la actualización del catastro y la legalización de predios, lo que es crucial para el fortalecimiento del cobro por valorización."
Cogua,25200,SisPT – Plan indicativo - Productos,6-9,"Elaborar los estudios técnicos, ﬁnanciera, administrativos y jurídicos para la implementación del cobro de la plusvalía en los eventos permitidos por la Ley (incremento del valor del predio, por efecto de actos administrativos)","410305202, 400103200, 450302301, 459902304, 459901715",Mecanismos de articulación implementados para la gestión de oferta social; Hogares beneficiados con mejoramiento de una vivienda; Plan de gestión del riesgo de desastres formulado; Herramientas implementadas; Procesos implementados,"Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Desarrollar 1 proyecto para el mejoramiento de vivienda en la zona urbana y/o rural de municipio; Formular e implementar un (1) Plan municipal de gestión del riesgo (PMGR); Implementar 1 Estrategia para la optimización del acceso a los servicios institucionales de las Personas con Discapacidad; Implementar 1 estrategia para la racionalización de tramites, procesos, procedimientos y otros procesos administrativos",1,"Los productos seleccionados facilitan la gestión social y el mejoramiento de viviendas, lo que puede contribuir indirectamente al objetivo del proyecto, pero no cumplen con los requerimientos específicos relacionados con la plusvalía."
Cogua,25200,SisPT – Plan indicativo - Productos,6-10,"Realización y ejecución de un plan de capacitaciones a nivel municipal dentro del concepto de economías de escala para el fortalecimiento de la capacidad administrativa y técnica de las diferentes secretarias municipales (secretarías de hacienda – dirección de control interno) ejecutado, liderado por la asociación de municipios.","450200100, 459902304, 459903100, 410305202, 410401500","Espacios de participación promovidos; Herramientas implementadas; Entidades, organismos y dependencias asistidos técnicamente; Mecanismos de articulación implementados para la gestión de oferta social; Centros de día para el adulto mayor construidos y dotados","Implementar 1 programa de cultura ciudadana, pedagógica y prevención en materia de seguridad, en el marco del código nacional de policía; Implementar 1 Estrategia para la optimización del acceso a los servicios institucionales de las Personas con Discapacidad; Implementar 1 estrategia para el fortalecimiento de la política contractual del municipio; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Incrementar al 60% la implementación de la Política Pública "" Envejecimiento y vejez 2022-2031 """,1,"Los productos seleccionados facilitan indirectamente el cumplimiento del objetivo del proyecto al mejorar la participación y la gestión, pero no cumplen con los requerimientos específicos de capacitación."
Cogua,25200,SisPT – Plan indicativo - Productos,6-11,"Diseño, desarrollo e implementación de mecanismos de rendición de cuentas e información administrativa y ﬁnanciera abierta a nivel provincial.","240901400, 410305202, 450200100, 459902500, 410305202",Documentos de planeación realizados; Mecanismos de articulación implementados para la gestión de oferta social; Espacios de participación promovidos; Sistemas de información implementados; Mecanismos de articulación implementados para la gestión de oferta social,"Formular e implementar 1 Plan de Gestión del tráfico; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.; Implementar 1 programa de cultura ciudadana, pedagógica y prevención en materia de seguridad, en el marco del código nacional de policía; Actualizar 1 sistema de información financiero municipal; Implementar 1estrategia anual para la eliminación de imaginarios excluyentes en rectores y profesorado involucrados en procesos académicos de las Personas con Discapacidad.",1,"Los productos seleccionados facilitan la rendición de cuentas y la participación ciudadana, aunque no cumplen directamente con el objetivo del proyecto."
Cota,25214,SisPT – Plan indicativo - Productos,1-1,Estudio de crecimiento de la huella urbana de los municipios de la provincia.,NA,NA,NA,0,No se encontraron productos que cumplan con los objetivos o requerimientos del proyecto.
Cota,25214,SisPT – Plan indicativo - Productos,1-2,"Estudio para deﬁnir la estructura ecológica principal de la provincia (ecosistemas naturales, fuentes hídricas, áreas de protección, amenazas naturales y zonas de riesgo).","320204300, 320204300, 320405500",Áreas con esquemas de Pago por Servicios Ambientales implementados; Áreas con esquemas de Pago por Servicios Ambientales implementados; Sistemas de información implementados,"Implementar una (1) estrategia para ejecutar las acciones relacionadas con adquisición, mantenimiento, protección y pago por servicios ambientales en los predios de importancia estratégica para la conservación del recurso hídrico del municipio de Cota.; Implementar una (1) estrategia para ejecutar las acciones relacionadas con adquisición, mantenimiento, protección y pago por servicios ambientales en los predios de importancia estratégica para la conservación del recurso hídrico del municipio de Cota.; Realizar un (1) proyecto de mantenimiento y adquisición de equipos ambientales para la generación de información de calidad atmosférica en el municipio de Cota.",1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al abordar la conservación del recurso hídrico y la estructura ecológica, aunque no cumplen con todos los requerimientos establecidos."
Cota,25214,SisPT – Plan indicativo - Productos,1-3,"Estudios de vulnerabilidad ante los impactos observados y esperados del cambio climático, como son: inundaciones, sequías, ascenso del nivel del mar, aumento de la temperatura, disminución de las lluvias y de las fuentes de suministro de agua.","320405500, 450301700",Sistemas de información implementados; Estudios de riesgo de desastres elaborados,Realizar un (1) proyecto de mantenimiento y adquisición de equipos ambientales para la generación de información de calidad atmosférica en el municipio de Cota.; Implementar una (1) estrategia de obras de infraestructura para la reducción del riesgo de desastres en el municipio de Cota.,3,Los productos seleccionados cumplen con el objetivo del proyecto y abordan los requerimientos técnicos necesarios para la gestión del riesgo y adaptación al cambio climático.
Cota,25214,SisPT – Plan indicativo - Productos,1-4,Armonización de los instrumentos de política pública relacionados con la gestión de recursos ambientales,"320204300, 230107500",Áreas con esquemas de Pago por Servicios Ambientales implementados; Sistemas de información implementados,"Implementar una (1) estrategia para ejecutar las acciones relacionadas con adquisición, mantenimiento, protección y pago por servicios ambientales en los predios de importancia estratégica para la conservación del recurso hídrico del municipio de Cota.; Crear y mantener un (1) sistema integrado de información para mejorar la gestión de los programas de escuelas de formación y tiempo libre, lo cual permitirá mejorar los procesos en innovación tecnológica.",2,"El primer producto cumple parcialmente con el objetivo del proyecto al enfocarse en la gestión ambiental, mientras que el segundo contribuye a los requerimientos técnicos, pero no se alinea directamente con el objetivo principal."
Cota,25214,SisPT – Plan indicativo - Productos,1-5,Diseño de un Modelo Integral para la Ocupación Sostenible del Territorio de la Provincia Sabana Centro,"400201600, 350201208, 320405500, 350204700, 320204300",Documentos de planeación elaborados; Mujeres formadas en habilidades y competencias empresariales; Sistemas de información implementados; Documentos de planeación elaborados; Áreas con esquemas de Pago por Servicios Ambientales implementados,"Implementar una estrategia para fortalecer el proceso desarrollo urbano y territorial de la administración municipal.; Diseñar e implementar (1) una estrategia intersectorial permanente en el cuatrienio, que permita articular la oferta integral para el fortalecimiento de las unidades productivas dirigidas a las mujeres del Centro de Emprendimiento e Innovación Casa Social de la Mujer; Realizar un (1) proyecto de mantenimiento y adquisición de equipos ambientales para la generación de información de calidad atmosférica en el municipio de Cota.; Diseñar e implementar una estrategia permanente en el cuatrienio para articular los servicios de la administración con la actividad empresarial del municipio.; Implementar una (1) estrategia para ejecutar las acciones relacionadas con adquisición, mantenimiento, protección y pago por servicios ambientales en los predios de importancia estratégica para la conservación del recurso hídrico del municipio de Cota.",1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al abordar aspectos de planificación y sostenibilidad, aunque no cumplen con todos los requerimientos técnicos."
Cota,25214,SisPT – Plan indicativo - Productos,1-6,Construcción de una agenda conjunta para la reducción de GEI y gestión del riesgo,320601200,Inventario de fuentes fijas que presentan combustión incompleta realizado,Realizar un (1) inventario de emisiones de gases de efecto invernadero de fuentes fijas en el municipio de Cota.,2,"El producto cumple parcialmente con el objetivo del proyecto al proporcionar un inventario de emisiones, pero no aborda completamente los requerimientos técnicos necesarios para la gestión de riesgos."
Cota,25214,SisPT – Plan indicativo - Productos,1-7,Promoción y fortalecimiento del programa “Multiplicadores de Conciencia Ambiental”,320204300,Áreas con esquemas de Pago por Servicios Ambientales implementados,"Implementar una (1) estrategia para ejecutar las acciones relacionadas con adquisición, mantenimiento, protección y pago por servicios ambientales en los predios de importancia estratégica para la conservación del recurso hídrico del municipio de Cota.",1,"El producto seleccionado facilita el cumplimiento del objetivo del proyecto al promover la conservación del recurso hídrico, aunque no cumple con todos los requerimientos establecidos."
Cota,25214,SisPT – Plan indicativo - Productos,1-8,Formulación del proyecto Sistema de parques eco-turísticos y corredores verdes,NA,NA,NA,0,No se encontró ningún producto que se relacione con los objetivos y requerimientos del proyecto.
Cota,25214,SisPT – Plan indicativo - Productos,1-9,Estudios y diseños del macro proyecto paisajístico Parque Lineal Río Bogotá,320204300,Áreas con esquemas de Pago por Servicios Ambientales implementados,"Implementar una (1) estrategia para ejecutar las acciones relacionadas con adquisición, mantenimiento, protección y pago por servicios ambientales en los predios de importancia estratégica para la conservación del recurso hídrico del municipio de Cota.",1,"El producto facilita el cumplimiento del objetivo del proyecto al promover la conservación del recurso hídrico, aunque no cumple con todos los requerimientos establecidos."
Cota,25214,SisPT – Plan indicativo - Productos,1-10,Formulación de un programa regional para la gestión y aprovechamiento económico integral de residuos,400300602,Plan Integral de gestión de residuos sólidos (PGIRS) actualizado,Realizar la actualización y seguimiento a la implementación del Plan de gestión integral de residuos sólidos - PGIRS en el municipio de Cota.,3,El producto cumple con el objetivo del proyecto y con todos los requerimientos técnicos necesarios para la gestión de residuos.
Cota,25214,SisPT – Plan indicativo - Productos,1-11,Proyecto: Estudio de la calidad del agua en acueductos rurales de los municipios de la provincia,320204300,Áreas con esquemas de Pago por Servicios Ambientales implementados,"Implementar una (1) estrategia para ejecutar las acciones relacionadas con adquisición, mantenimiento, protección y pago por servicios ambientales en los predios de importancia estratégica para la conservación del recurso hídrico del municipio de Cota.",1,"El producto seleccionado facilita el cumplimiento del objetivo del proyecto al abordar la conservación del recurso hídrico, aunque no cumple con todos los requerimientos técnicos."
Cota,25214,SisPT – Plan indicativo - Productos,2-1,Creación de una agencia de empleo con cobertura provincial,NA,NA,NA,0,No se encontraron productos que cumplan con los objetivos y requerimientos del proyecto de creación de una agencia de empleo.
Cota,25214,SisPT – Plan indicativo - Productos,2-2,Puesta en marcha de una oﬁcina de asesoría empresarial y apoyo a la formación en mecanismos de asociación para el desarrollo con cobertura para los once municipios de Sabana Centro,350201703,Empresas en etapa temprana beneficiadas con programas de fortalecimiento para su consolidación.,"Capacitar y fortalecer a doscientos (200) emprendedores en competencias gerenciales y empresariales a través de la CCB, Universidades, Gobernación de Cundinamarca, etc., así como promocionar a los emprendedores a través de ferias y eventos en espacios comerciales.",3,El producto seleccionado cumple con el objetivo del proyecto y aborda los requerimientos técnicos necesarios para su implementación.
Cota,25214,SisPT – Plan indicativo - Productos,2-3,Llevar a cabo una consultoría para el establecimiento de una política de generación de valor agregado para las principales cadenas productivas.,"230107500, 230208604, 320405500",Sistemas de información implementados; Herramientas tecnológicas de Gobierno digital implementadas; Sistemas de información implementados,"Crear y mantener un (1) sistema integrado de información para mejorar la gestión de los programas de escuelas de formación y tiempo libre, lo cual permitirá mejorar los procesos en innovación tecnológica.; Implementar una (1) estrategia para modernizar el 100% de la planta tecnológica de la Secretaría de Hacienda, con el fin de garantizar la información y la confidencialidad fiscal tanto de sotfware como de hardware del municipio de Cota.; Realizar un (1) proyecto de mantenimiento y adquisición de equipos ambientales para la generación de información de calidad atmosférica en el municipio de Cota.",1,"Los productos seleccionados facilitan la gestión y optimización de procesos, apoyando indirectamente el objetivo del proyecto de diversificación y desarrollo económico."
Cota,25214,SisPT – Plan indicativo - Productos,2-4,Consolidación de la Red de Escenarios Multipropósito para la recreación y el esparcimiento por medio de la formulación e implementación de un Plan Maestro.,"430103704, 350211400","Municipios implementando programas de recreación, actividad física y deporte social comunitario; Equipamientos dotados","Ejecutar una (1) estrategia para el ajuste e implementación de la Política Pública para el deporte, la educación física y el aprovechamiento del tiempo libre, actividad física y recreación del Municipio de Cota.; Implementar una estrategia integral para adquirir, dotar y adecuar la infraestructura turística en el municipio de Cota.",2,"Los productos seleccionados contribuyen a la mejora de la infraestructura recreativa y al fomento de la actividad física, alineándose parcialmente con los objetivos del proyecto."
Cota,25214,SisPT – Plan indicativo - Productos,2-5,Diseño e implementación del plan estratégico de turismo de Sabana Centro,350211400,Equipamientos dotados,"Implementar una estrategia integral para adquirir, dotar y adecuar la infraestructura turística en el municipio de Cota.",3,"El producto seleccionado cumple con el objetivo del proyecto de mejorar la infraestructura turística, que es esencial para el desarrollo económico basado en el turismo."
Cota,25214,SisPT – Plan indicativo - Productos,2-6,Creación de un programa provincial para la implementación de los planes especiales de manejo y protección (PEMP) para la conservación y recuperación de centros históricos e inmuebles de valor arquitectónico en los municipios de la provincia.,"330105300, 350204600",Eventos de promoción de actividades culturales realizados; Campañas realizadas,Realizar anualmente veintiún (21) eventos de promoción de actividades culturales y artísticas; Realizar cuatro (4) campañas para la promoción turística del municipio de Cota.,2,"Los productos seleccionados contribuyen a la promoción cultural y turística de Sabana Centro, alineándose con el objetivo del proyecto, aunque no cumplen con todos los requerimientos técnicos."
Cota,25214,SisPT – Plan indicativo - Productos,3-1,Formulación y ejecución de proyecto para la prestación del servicio de acueducto a través de una ﬁgura empresarial de carácter regional,320405500,Sistemas de información implementados,Realizar un (1) proyecto de mantenimiento y adquisición de equipos ambientales para la generación de información de calidad atmosférica en el municipio de Cota.,3,"El producto cumple con el objetivo de gestión del recurso hídrico y es esencial para el abastecimiento de agua potable, alineándose con los requerimientos del proyecto."
Cota,25214,SisPT – Plan indicativo - Productos,3-2,Elaboración del Plan Maestro de Movilidad de la Provincia que articule la movilidad entre los municipios y la ciudad capital.,"240900900, 400201600, 350204700, 400304700, 400305500",Estrategias implementadas; Documentos de planeación elaborados; Documentos de planeación elaborados; Usuarios beneficiados con subsidios al consumo; Asistencias técnicas realizadas,Crear e implementar un (1) observatorio municipal de seguridad vial en el municipio de Cota.; Implementar una estrategia para fortalecer el proceso desarrollo urbano y territorial de la administración municipal.; Diseñar e implementar una estrategia permanente en el cuatrienio para articular los servicios de la administración con la actividad empresarial del municipio.; Garantizar el 100% de la ejecución de los recursos para subsidios de los servicios públicos domiciliarios acorde a normativa vigente en el municipio de Cota.; Implementar una (1) estrategia de articulación con los prestadores de servicios públicos domiciliarios presentes en el municipio de Cota.,1,"Los productos seleccionados pueden facilitar la implementación de estrategias de movilidad y desarrollo urbano, aunque no cumplen directamente con los objetivos del proyecto."
Cota,25214,SisPT – Plan indicativo - Productos,3-3,"Estudios, diseños y construcción del tren de cercanías línea del norte",400201602,Documentos de planeación de la etapa de alistamiento y diagnóstico del Plan de Ordenamiento Departamental elaborados,Adelantar el 100% de la revisión general y ajuste del Plan Básico de Ordenamiento Territorial del municipio de Cota.,1,"El producto facilita el cumplimiento del objetivo del proyecto al actualizar el POT, aunque no cumple con todos los requerimientos establecidos."
Cota,25214,SisPT – Plan indicativo - Productos,3-4,Diseño y construcción de un centro de acopio,350202101,Emprendimientos y/o empresas asociativas generadas,"Realizar anualmente cuatro (4) eventos comerciales en la zona industrial de Cota, orientados a la comercialización y posicionamiento en mercados de valor, de productos agropecuarios y agroindustriales generados por los productores locales del municipio de Cota.",1,"El producto facilita la comercialización de productos agropecuarios, lo que puede contribuir a mejorar la eficiencia de la cadena productiva, aunque no cumple con los requerimientos técnicos del proyecto."
